Rat Gene Symbol	Human Gene Symbol
Ivns1abp	IVNS1ABP
Iws1	IWS1
Iyd	IYD
Izumo1	IZUMO1
Izumo1r	IZUMO1R
Izumo2	IZUMO2
Izumo3	IZUMO3
Izumo4	IZUMO4
Jade1	JADE1
Jade2	JADE2
Jade3	JADE3
Jag1	JAG1
Jag2	JAG2
Jagn1	JAGN1
Jak1	JAK1
Jak2	JAK2
Jak3	JAK3
Jakmip1	JAKMIP1
Jakmip2	JAKMIP2
Jakmip3	JAKMIP3
Jam2	JAM2
Jam3	JAM3
Jaml	JAML
Jarid2	JARID2
Jazf1	JAZF1
Jcad	JCAD
Jdp2	JDP2
Jhy	JHY
Jkamp	JKAMP
Jmjd1c	JMJD1C
Jmjd4	JMJD4
Jmjd6	JMJD6
Jmjd7	JMJD7
Jmjd8	JMJD8
Jmy	JMY
Josd1	JOSD1
Josd2	JOSD2
Jph1	JPH1
Jph2	JPH2
Jph3	JPH3
Jph4	JPH4
Jpt1	JPT1
Jpt2	JPT2
Jpx	JPX
Jrk	JRK
Jrkl	JRKL
Jsrp1	JSRP1
Jtb	JTB
Jun	JUN
Junb	JUNB
Jund	JUND
Jup	JUP
Ka11	KRT16
Kalrn	KALRN
Kank1	KANK1
Kank2	KANK2
Kank3	KANK3
Kank4	KANK4
Kansl1	KANSL1
Kansl1l	KANSL1L
Kansl2	KANSL2
Kansl3	KANSL3
Kap	NA
Kars	KARS1
Kash5	KASH5
Kat14	KAT14
Kat2a	KAT2A
Kat2b	KAT2B
Kat5	KAT5
Kat6a	KAT6A
Kat6b	KAT6B
Kat7	KAT7
Kat8	KAT8
Katna1	KATNA1
Katnal1	KATNAL1
Katnal2	KATNAL2
Katnb1	KATNB1
Katnbl1	KATNBL1
Katnip	KATNIP
Kazald1	KAZALD1
Kazn	KAZN
Kb15	KRT6C
Kb23	KRT87P
Kbtbd11	KBTBD11
Kbtbd12	KBTBD12
Kbtbd2	KBTBD2
Kbtbd3	KBTBD3
Kbtbd4	KBTBD4
Kbtbd6	KBTBD6
Kbtbd7	KBTBD7
Kbtbd8	KBTBD8
Kcmf1	KCMF1
Kcna1	KCNA1
Kcna10	KCNA10
Kcna2	KCNA2
Kcna3	KCNA3
Kcna4	KCNA4
Kcna5	KCNA5
Kcna6	KCNA6
Kcna7	KCNA7
Kcnab1	KCNAB1
Kcnab2	KCNAB2
Kcnab3	KCNAB3
Kcnb1	KCNB1
Kcnb2	KCNB2
Kcnc1	KCNC1
Kcnc2	KCNC2
Kcnc3	KCNC3
Kcnc4	KCNC4
Kcnd1	KCND1
Kcnd2	KCND2
Kcnd3	KCND3
Kcne1	KCNE1
Kcne2	KCNE2
Kcne3	KCNE3
Kcne4	KCNE4
Kcne5	KCNE5
Kcnf1	KCNF1
Kcng1	KCNG1
Kcng2	KCNG2
Kcng3	KCNG3
Kcng4	KCNG4
Kcnh1	KCNH1
Kcnh2	KCNH2
Kcnh3	KCNH3
Kcnh4	KCNH4
Kcnh5	KCNH5
Kcnh6	KCNH6
Kcnh7	KCNH7
Kcnh8	KCNH8
Kcnip1	KCNIP1
Kcnip2	KCNIP2
Kcnip3	KCNIP3
Kcnip4	KCNIP4
Kcnj1	KCNJ1
Kcnj10	KCNJ10
Kcnj11	KCNJ11
Kcnj12	KCNJ12
Kcnj13	KCNJ13
Kcnj14	KCNJ14
Kcnj15	KCNJ15
Kcnj16	KCNJ16
Kcnj2	KCNJ2
Kcnj3	KCNJ3
Kcnj4	KCNJ4
Kcnj5	KCNJ5
Kcnj6	KCNJ6
Kcnj8	KCNJ8
Kcnj9	KCNJ9
Kcnk1	KCNK1
Kcnk10	KCNK10
Kcnk12	KCNK12
Kcnk13	KCNK13
Kcnk15	KCNK15
Kcnk16	KCNK16
Kcnk18	KCNK18
Kcnk2	KCNK2
Kcnk3	KCNK3
Kcnk4	KCNK4
Kcnk5	KCNK5
Kcnk6	KCNK6
Kcnk7	KCNK7
Kcnk9	KCNK9
Kcnma1	KCNMA1
Kcnmb1	KCNMB1
Kcnmb2	KCNMB2
Kcnmb3	KCNMB3
Kcnmb4	KCNMB4
Kcnn1	KCNN1
Kcnn2	KCNN2
Kcnn3	KCNN3
Kcnn4	KCNN4
Kcnq1	KCNQ1
Kcnq2	KCNQ2
Kcnq3	KCNQ3
Kcnq4	KCNQ4
Kcnq5	KCNQ5
Kcnrg	KCNRG
Kcns1	KCNS1
Kcns2	KCNS2
Kcns3	KCNS3
Kcnt1	KCNT1
Kcnt2	KCNT2
Kcnu1	KCNU1
Kcnv1	KCNV1
Kcnv2	KCNV2
Kcp	KCP
Kctd1	KCTD1
Kctd10	KCTD10
Kctd11	KCTD11
Kctd12	KCTD12
Kctd13	KCTD13
Kctd14	KCTD14
Kctd15	KCTD15
Kctd16	KCTD16
Kctd17	KCTD17
Kctd18	KCTD18
Kctd19	KCTD19
Kctd2	KCTD2
Kctd20	KCTD20
Kctd21	KCTD21
Kctd3	KCTD3
Kctd4	KCTD4
Kctd5	KCTD5
Kctd6	KCTD6
Kctd7	KCTD7
Kctd8	KCTD8
Kctd9	KCTD9
Kdelr1	KDELR1
Kdelr2	KDELR2
Kdelr3	KDELR3
Kdf1	KDF1
Kdm1a	KDM1A
Kdm1b	KDM1B
Kdm2a	KDM2A
Kdm2b	KDM2B
Kdm3a	KDM3A
Kdm3b	KDM3B
Kdm4a	KDM4A
Kdm4b	KDM4B
Kdm4c	KDM4C
Kdm4d	KDM4D
Kdm4dl2	NA
Kdm4e	KDM4D
Kdm5a	KDM5A
Kdm5b	KDM5B
Kdm5c	KDM5C
Kdm5d	KDM5D
Kdm6a	KDM6A
Kdm6b	KDM6B
Kdm7a	KDM7A
Kdm8	KDM8
Kdr	KDR
Kdsr	KDSR
Keap1	KEAP1
Kel	KEL
Kera	KERA
Khdc1	KHDC1
Khdc1b	NA
Khdc3	KHDC3L
Khdc4	KHDC4
Khdrbs1	KHDRBS1
Khdrbs2	KHDRBS2
Khdrbs3	KHDRBS3
Khk	KHK
Khnyn	KHNYN
Khsrp	KHSRP
Kiaa0408L	KIAA0408
Kiaa1671	NA
Kidins220	KIDINS220
Kif11	KIF11
Kif12	KIF12
Kif13a	KIF13A
Kif13b	KIF13B
Kif14	KIF14
Kif15	KIF15
Kif16b	KIF16B
Kif17	KIF17
Kif18a	KIF18A
Kif18b	KIF18B
Kif19	KIF19
Kif1a	KIF1A
Kif1b	KIF1B
Kif1c	KIF1C
Kif20a	KIF20A
Kif20b	KIF20B
Kif21a	KIF21A
Kif21b	KIF21B
Kif22	KIF22
Kif23	KIF23
Kif24	KIF24
Kif26a	KIF26A
Kif26b	KIF26B
Kif27	KIF27
Kif28p	KIF28P
Kif2a	KIF2A
Kif2b	KIF2B
Kif2c	KIF2C
Kif3a	KIF3A
Kif3b	KIF3B
Kif3c	KIF3C
Kif4a	KIF4A
Kif4b	NA
Kif5a	KIF5A
Kif5b	KIF5B
Kif5c	KIF5C
Kif6	KIF6
Kif7	KIF7
Kif9	KIF9
Kifap3	KIFAP3
Kifbp	KIFBP
Kifc1	KIFC1
Kifc2	KIFC2
Kifc3	KIFC3
Kin	KIN
Kir3dl1	KIR3DL1
Kirrel1	KIRREL1
Kirrel2	KIRREL2
Kirrel3	KIRREL3
Kiss1	KISS1
Kiss1r	KISS1R
Kit	KIT
Kitlg	KITLG
Kiz	KIZ
Kl	KL
Klb	KLB
Klc1	KLC1
Klc2	KLC2
Klc3	KLC3
Klc4	KLC4
Klf1	KLF1
Klf10	KLF10
Klf11	KLF11
Klf12	KLF12
Klf13	KLF13
Klf14	KLF14
Klf15	KLF15
Klf16	KLF16
Klf17	KLF17
Klf2	KLF2
Klf3	KLF3
Klf4	KLF4
Klf5	KLF5
Klf6	KLF6
Klf7	KLF7
Klf8	KLF8
Klf9	KLF9
Klhdc1	KLHDC1
Klhdc10	KLHDC10
Klhdc2	KLHDC2
Klhdc3	KLHDC3
Klhdc4	KLHDC4
Klhdc7a	KLHDC7A
Klhdc7b	KLHDC7B
Klhdc8a	KLHDC8A
Klhdc8b	KLHDC8B
Klhdc9	KLHDC9
Klhl1	KLHL1
Klhl10	KLHL10
Klhl11	KLHL11
Klhl12	KLHL12
Klhl13	KLHL13
Klhl14	KLHL14
Klhl15	KLHL15
Klhl17	KLHL17
Klhl18	KLHL18
Klhl2	KLHL2
Klhl20	KLHL20
Klhl21	KLHL21
Klhl22	KLHL22
Klhl23	KLHL23
Klhl24	KLHL24
Klhl25	KLHL25
Klhl26	KLHL26
Klhl28	KLHL28
Klhl29	KLHL29
Klhl3	KLHL3
Klhl30	KLHL30
Klhl31	KLHL31
Klhl32	KLHL32
Klhl33	KLHL33
Klhl34	KLHL34
Klhl35	KLHL35
Klhl36	KLHL36
Klhl38	KLHL38
Klhl4	KLHL4
Klhl40	KLHL40
Klhl41	KLHL41
Klhl42	KLHL42
Klhl5	KLHL5
Klhl6	KLHL6
Klhl7	KLHL7
Klhl8	KLHL8
Klhl9	KLHL9
Klk1	KLK1
Klk10	KLK10
Klk11	KLK11
Klk12	KLK12
Klk13	KLK13
Klk14	KLK14
Klk15	KLK15
Klk1b3	KLK1
Klk1b3	KLK2
Klk1b3	KLK3
Klk1c10	KLK1
Klk1c10	KLK2
Klk1c10	KLK3
Klk1c12	KLK1
Klk1c12	KLK2
Klk1c12	KLK3
Klk1c2	KLK1
Klk1c2	KLK2
Klk1c2	KLK3
Klk1c3	KLK1
Klk1c3	KLK2
Klk1c3	KLK3
Klk1c4	NA
Klk1c6	KLK1
Klk1c6	KLK2
Klk1c6	KLK3
Klk1c8	KLK1
Klk1c8	KLK2
Klk1c8	KLK3
Klk1c9	KLK1
Klk1c9	KLK2
Klk1c9	KLK3
Klk4	KLK4
Klk5	KLK5
Klk5l	NA
Klk6	KLK6
Klk7	KLK7
Klk8	KLK8
Klk9	KLK9
Klkb1	KLKB1
Klln	KLLN
Klra1	NA
Klra2	NA
Klra22	NA
Klra5	NA
Klrb1	KLRF1
Klrb1a	KLRB1
Klrb1b	KLRB1
Klrb1c	KLRB1
Klrb1c	KLRF1
Klrc1	KLRC1
Klrc2	KLRC2
Klrc3	KLRC3
Klrd1	KLRD1
Klre1	KLRC4-KLRK1
Klrg1	KLRG1
Klrg2	KLRG2
Klrh1	AC068775.1
Klrh1	KLRC1
Klrh1	KLRC2
Klrh1	KLRC3
Klri1	AC068775.1
Klri1	KLRC1
Klri1	KLRC2
Klri1	KLRC3
Klri1	KLRC4
Klri1	KLRC4-KLRK1
Klri2	AC068775.1
Klri2	KLRC1
Klri2	KLRC2
Klri2	KLRC3
Klri2	KLRC4
Klri2	KLRC4-KLRK1
Klrk1	KLRK1
Kmo	KMO
Kmt2a	KMT2A
Kmt2b	KMT2B
Kmt2c	KMT2C
Kmt2c	KMT2C
Kmt2d	KMT2D
Kmt2e	KMT2E
Kmt5a	KMT5A
Kmt5b	KMT5B
Kmt5c	KMT5C
Kncn	KNCN
Kndc1	KNDC1
Kng1	KNG1
Kng2	KNG1
Kng2l1	KNG1
Knl1	KNL1
Knop1	KNOP1
Knstrn	KNSTRN
Kntc1	KNTC1
Kpna1	KPNA1
Kpna2	KPNA2
Kpna3	KPNA3
Kpna4	KPNA4
Kpna5	KPNA5
Kpna6	KPNA6
Kpna7	KPNA7
Kpnb1	KPNB1
Kprp	KPRP
Kptn	KPTN
Kras	KRAS
Krba1	KRBA1
Krcc1	KRCC1
Kremen1	KREMEN1
Kremen2	KREMEN2
Kri1	KRI1
Krit1	KRIT1
Krr1	KRR1
Krt1	KRT1
Krt10	KRT10
Krt12	KRT12
Krt13	KRT13
Krt14	KRT14
Krt15	KRT15
Krt16	KRT16
Krt17	KRT17
Krt18	KRT18
Krt19	KRT19
Krt2	KRT2
Krt20	KRT20
Krt222	KRT222
Krt23	KRT23
Krt24	KRT24
Krt25	KRT25
Krt26	KRT26
Krt27	KRT27
Krt28	KRT28
Krt31	KRT31
Krt32	KRT32
Krt33a	KRT33A
Krt33b	NA
Krt34	KRT34
Krt35	KRT35
Krt36	KRT36
Krt39	KRT39
Krt4	KRT4
Krt40	KRT40
Krt42	KRT14
Krt42	KRT16
Krt5	KRT5
Krt7	KRT7
Krt71	KRT71
Krt72	KRT72
Krt73	KRT73
Krt75	KRT75
Krt76	KRT76
Krt77	KRT77
Krt78	KRT78
Krt79	KRT79
Krt8	KRT8
Krt80	KRT80
Krt81	KRT81
Krt82	KRT82
Krt83	KRT83
Krt84	KRT84
Krt85	KRT85
Krt86	KRT86
Krt9	KRT9
Krtap1-1	KRTAP1-5
Krtap11-1	KRTAP11-1
Krtap12-2	KRTAP12-2
Krtap1-3	KRTAP10-11
Krtap1-3	KRTAP10-4
Krtap1-3	KRTAP1-1
Krtap1-3	KRTAP1-3
Krtap1-3	KRTAP1-4
Krtap1-3	KRTAP1-5
Krtap13-1	KRTAP13-1
Krtap13-2	KRTAP13-2
Krtap14	KRTAP23-1
Krtap14l	KRTAP13-1
Krtap14l	KRTAP13-2
Krtap14l	KRTAP13-3
Krtap14l	KRTAP13-4
Krtap14l	KRTAP15-1
Krtap1-5	KRTAP1-4
Krtap15-1	KRTAP15-1
Krtap16-1	KRTAP16-1
Krtap16-5	KRTAP19-7
Krtap17-1	KRTAP17-1
Krtap19-5	NA
Krtap20-1	KRTAP20-1
Krtap20l3	NA
Krtap2-1	KRTAP2-1
Krtap22-2	KRTAP6-3
Krtap2-4	KRTAP2-1
Krtap2-4	KRTAP2-2
Krtap2-4	KRTAP2-3
Krtap2-4	KRTAP2-4
Krtap24-1	KRTAP24-1
Krtap2-4l	KRTAP2-1
Krtap2-4l	KRTAP2-2
Krtap2-4l	KRTAP2-3
Krtap2-4l	KRTAP2-4
Krtap26-1	KRTAP26-1
Krtap27-1	KRTAP27-1
Krtap29-1	KRTAP29-1
Krtap3-1	KRTAP3-1
Krtap31-1	KRTAP4-5
Krtap3-2	KRTAP3-2
Krtap3-3	KRTAP3-3
Krtap4-3	KRTAP4-8
Krtap4-7	KRTAP4-11
Krtap5-1	KRTAP5-1
Krtap7-1	KRTAP7-1
Krtap8-1	KRTAP8-1
Krtap9-1	KRTAP9-2
Krtap9-7	KRTAP9-7
Krtcap2	KRTCAP2
Krtcap3	KRTCAP3
Krtdap	KRTDAP
Ksr1	KSR1
Ksr1	KSR1
Ksr2	KSR2
Kti12	KTI12
Ktn1	KTN1
Kxd1	KXD1
Ky	KY
Kyat1	KYAT1
Kyat3	KYAT3
Kynu	KYNU
L1cam	L1CAM
L1td1	L1TD1
L2hgdh	L2HGDH
L3hypdh	L3HYPDH
L3mbtl1	L3MBTL1
L3mbtl2	L3MBTL2
L3mbtl3	L3MBTL3
L3mbtl4	L3MBTL4
Lacc1	LACC1
Lactb	LACTB
Lactb2	LACTB2
Lad1	LAD1
Lag3	LAG3
Lage3	LAGE3
Lair1	LAIR1
Lalba	LALBA
Lama1	LAMA1
Lama2	LAMA2
Lama3	LAMA3
Lama4	LAMA4
Lama5	LAMA5
Lamb1	LAMB1
Lamb2	LAMB2
Lamb3	LAMB3
Lamc1	LAMC1
Lamc2	LAMC2
Lamc3	LAMC3
Lamp1	LAMP1
Lamp2	LAMP2
Lamp3	LAMP3
Lamp5	LAMP5
Lamtor1	LAMTOR1
Lamtor2	LAMTOR2
Lamtor3	LAMTOR3
Lamtor4	LAMTOR4
Lamtor5	LAMTOR5
Lancl1	LANCL1
Lancl2	LANCL2
Lancl3	LANCL3
Lao1	IL4I1
Lap3	LAP3
Laptm4a	LAPTM4A
Laptm4b	LAPTM4B
Laptm5	LAPTM5
Large1	LARGE1
Large2	LARGE2
Larp1	LARP1
Larp1b	LARP1B
Larp4	LARP4
Larp4b	LARP4B
Larp6	LARP6
Larp7	LARP7
Lars1	LARS1
Lars2	LARS2
Las1l	LAS1L
Lasp1	LASP1
Lat	LAT
Lat2	LAT2
Lats1	LATS1
Lats2	LATS2
Lax1	LAX1
Layn	LAYN
Lbh	LBH
Lbhd2	LBHD2
Lbp	LBP
Lbr	LBR
Lbx1	LBX1
Lbx2	LBX2
Lca5	LCA5
Lca5l	LCA5L
Lcat	LCAT
Lce1c	NA
Lce1d	LCE1D
Lce1f	LCE1F
Lce1l	LCE1A
Lce1l	LCE1B
Lce1l	LCE1C
Lce1l	LCE1D
Lce1l	LCE1E
Lce1m	LCE5A
Lce3d	NA
Lce3e	LCE3B
Lce6a	LCE6A
Lck	LCK
Lclat1	LCLAT1
Lcmt1	LCMT1
Lcmt2	LCMT2
Lcn1	LCN1P1
Lcn10	LCN10
Lcn12	LCN12
Lcn15l1	AL354761.1
Lcn2	LCN2
Lcn3	LCN1
Lcn3	LCN1P1
Lcn3	OBP2A
Lcn3	OBP2B
Lcn4	LCN1
Lcn4	OBP2A
Lcn4	OBP2B
Lcn5	LCN10
Lcn6	LCN6
Lcn8	LCN8
Lcn9	LCN9
Lcor	LCOR
Lcorl	LCORL
Lcp1	LCP1
Lcp2	LCP2
Lct	LCT
Lctl	LCTL
Ldah	LDAH
Ldb1	LDB1
Ldb2	LDB2
Ldb3	LDB3
Ldha	LDHA
Ldhal6b	LDHAL6B
Ldhb	LDHB
Ldhc	LDHC
Ldhd	LDHD
Ldlr	LDLR
Ldlrad1	LDLRAD1
Ldlrad2	LDLRAD2
Ldlrad3	LDLRAD3
Ldlrad4	LDLRAD4
Ldlrap1	LDLRAP1
Ldoc1	LDOC1
Leap2	NA
Lect2	LECT2
Lef1	LEF1
Lefty1	LEFTY1
Lefty2	LEFTY1
Lekr1	LEKR1
Lelp1	LELP1
Lemd1	NA
Lemd2	LEMD2
Lemd3	LEMD3
Lenep	LENEP
Leng1	LENG1
Leng8	LENG8
Leng9	LENG9
Leo1	LEO1
Lep	LEP
Lepr	LEPR
Leprot	LEPROT
Leprotl1	LEPROTL1
Letm1	LETM1
Letm2	LETM2
Letmd1	LETMD1
Lexm	LEXM
Lfng	LFNG
Lgals1	LGALS1
Lgals12	LGALS12
Lgals2	LGALS2
Lgals3	LGALS3
Lgals3bp	LGALS3BP
Lgals4	LGALS4
Lgals5	LGALS16
Lgals7	LGALS7
Lgals8	LGALS8
Lgals9	LGALS9
Lgalsl	LGALSL
Lgi1	LGI1
Lgi2	LGI2
Lgi3	LGI3
Lgi4	LGI4
Lgmn	LGMN
Lgr4	LGR4
Lgr5	LGR5
Lgr6	LGR6
Lgsn	LGSN
Lhb	LHB
Lhcgr	LHCGR
Lhfpl1	LHFPL1
Lhfpl2	LHFPL2
Lhfpl3	LHFPL3
Lhfpl4	LHFPL4
Lhfpl5	LHFPL5
Lhfpl6	LHFPL6
Lhpp	LHPP
Lhx1	LHX1
Lhx2	LHX2
Lhx3	LHX3
Lhx4	LHX4
Lhx5	LHX5
Lhx6	LHX6
Lhx8	LHX8
Lhx9	LHX9
Lias	LIAS
Lif	LIF
Lifr	LIFR
Lig1	LIG1
Lig3	LIG3
Lig4	LIG4
Lilra3	LILRA6
Lilra5	LILRA5
Lilrb1	LILRA6
Lilrb2	LILRB2
Lilrb3	LILRA1
Lilrb3	LILRA2
Lilrb3	LILRA4
Lilrb3	LILRA6
Lilrb3	LILRB1
Lilrb3	LILRB2
Lilrb3	LILRB3
Lilrb3	LILRB4
Lilrb3	LILRB5
Lilrb3a	LILRA5
Lilrb3a	LILRB3
Lilrb3l	LILRA5
Lilrb3l	LILRA6
Lilrb4	LILRB4
Lilrc2	LILRA1
Lilrc2	LILRA2
Lilrc2	LILRA4
Lilrc2	LILRA6
Lilrc2	LILRB1
Lilrc2	LILRB2
Lilrc2	LILRB3
Lilrc2	LILRB4
Lilrc2	LILRB5
Lim2	LIM2
Lima1	LIMA1
Limch1	LIMCH1
Limd1	LIMD1
Limd2	LIMD2
Lime1	LIME1
Limk1	LIMK1
Limk2	LIMK2
Lims1	LIMS1
Lims2	LIMS2
Lin28a	LIN28A
Lin28b	LIN28B
Lin37	LIN37
Lin52	LIN52
Lin54	LIN54
Lin7a	LIN7A
Lin7b	LIN7B
Lin7c	LIN7C
Lin9	LIN9
Linc00176	C20orf204
Linc00514	NA
Linc-rbe	NA
Lingo1	LINGO1
Lingo2	LINGO2
Lingo3	LINGO3
Lingo4	LINGO4
Lins1	LINS1
Lipa	LIPA
Lipc	LIPC
Lipe	LIPE
Lipf	LIPF
Lipg	LIPG
Liph	LIPH
Lipi	LIPI
Lipk	LIPK
Lipm	LIPM
Lipn	LIPN
Lipo1	LIPA
Lipo1	LIPN
Lipogenin	NA
Lipt1	LIPT1
Lipt2	LIPT2
Litaf	LITAF
Lix1	LIX1
Lix1l	LIX1L
Lkaaear1	LKAAEAR1
Llcfc1	LLCFC1
Llgl1	LLGL1
Llgl2	LLGL2
Llph	LLPH
Lman1	LMAN1
Lman1l	LMAN1L
Lman2	LMAN2
Lman2l	LMAN2L
Lmbr1	LMBR1
Lmbr1l	LMBR1L
Lmbrd1	LMBRD1
Lmbrd2	LMBRD2
Lmcd1	LMCD1
Lmf1	LMF1
Lmf2	LMF2
Lmln	LMLN
Lmln2	LMLN2
Lmna	LMNA
Lmnb1	LMNB1
Lmnb2	LMNB2
Lmntd1	LMNTD1
Lmntd2	LMNTD2
Lmo1	LMO1
Lmo2	LMO2
Lmo3	LMO3
Lmo4	LMO4
Lmo7	LMO7
Lmod1	LMOD1
Lmod2	LMOD2
Lmod3	LMOD3
Lmtk2	LMTK2
Lmtk3	LMTK3
Lmx1a	LMX1A
Lmx1b	LMX1B
Lnp1	LNP1
Lnpep	LNPEP
Lnpk	LNPK
Lnx1	LNX1
Lnx2	LNX2
LOC100125362	C11orf87
LOC100125364	C6orf120
LOC100125367	C1orf74
LOC100125368	ZNF844
LOC100125384	AC099730.1
LOC100134871	HBB
LOC100134871	HBD
LOC100134871	HBE1
LOC100134871	HBG1
LOC100134871	HBG2
LOC100174910	C5orf63
LOC100271845	C16orf82
LOC100294508	KIAA0319L
LOC100302372	KIAA0040
LOC100302465	C10orf90
LOC100359421	H3C15
LOC100359452	NA
LOC100359503	RPS28
LOC100359517	NA
LOC100359523	ZNF570
LOC100359572	NA
LOC100359574	SNU13
LOC100359583	PTMA
LOC100359586	NA
LOC100359633	NA
LOC100359656	NA
LOC100359661	NA
LOC100359679	NA
LOC100359687	MRPL1
LOC100359752	C18orf63
LOC100359767	NA
LOC100359777	HAVCR1
LOC100359819	NA
LOC100359890	NA
LOC100359907	NA
LOC100359924	NA
LOC100359930	NA
LOC100359937	NA
LOC100359951	RPS20
LOC100359968	NA
LOC100359972	NA
LOC100359989	NA
LOC100360011	NA
LOC100360049	NA
LOC100360057	NA
LOC100360061	NA
LOC100360076	NA
LOC100360087	FTL
LOC100360095	NA
LOC100360117	RPL8
LOC100360128	NA
LOC100360143	NA
LOC100360165	NA
LOC100360200	NA
LOC100360209	NA
LOC100360218	IL13RA1
LOC100360238	NA
LOC100360244	NA
LOC100360296	CT55
LOC100360316	NA
LOC100360330	NA
LOC100360355	NA
LOC100360380	ZNF845
LOC100360426	NA
LOC100360449	RPL9
LOC100360477	NA
LOC100360478	NA
LOC100360507	CBR1
LOC100360508	RPS26
LOC100360514	NA
LOC100360521	NA
LOC100360522	NA
LOC100360557	NA
LOC100360573	RPS12
LOC100360574	NA
LOC100360575	NA
LOC100360601	NA
LOC100360619	RPL28
LOC100360645	NA
LOC100360647	FAU
LOC100360690	LIPA
LOC100360737	NA
LOC100360750	LSM6
LOC100360774	NA
LOC100360779	NA
LOC100360781	RPL37
LOC100360790	NA
LOC100360821	C9orf131
LOC100360828	NA
LOC100360841	RPL37
Loc100360843	RPS19
LOC100360846	PSMB6
LOC100360856	NA
LOC100360908	NA
LOC100360933	NA
LOC100360940	DIABLO
LOC100360950	H4-16
LOC100360950	H4C1
LOC100360950	H4C11
LOC100360950	H4C12
LOC100360950	H4C15
LOC100360950	H4C8
LOC100361016	VENTX
LOC100361018	C10orf105
LOC100361039	NA
LOC100361045	NA
LOC100361056	NA
LOC100361079	RPL36
LOC100361083	KIAA0754
LOC100361087	C1orf226
LOC100361090	NA
LOC100361098	MRPL42
LOC100361104	C16orf96
LOC100361139	TMSB15A
LOC100361143	RPL30
LOC100361180	NA
LOC100361194	OR7D2
LOC100361204	NA
LOC100361265	CXorf49
LOC100361434	NA
LOC100361457	ACTB
LOC100361457	POTEE
LOC100361492	AL583836.1
LOC100361492	CYP2C18
LOC100361543	LAMTOR1
LOC100361547	CYP2C18
LOC100361547	CYP2C19
LOC100361547	CYP2C8
LOC100361547	CYP2C9
LOC100361556	NA
LOC100361579	NA
LOC100361642	NA
LOC100361645	NA
LOC100361655	NA
LOC100361664	KRTAP10-6
LOC100361664	KRTAP10-9
LOC100361664	KRTAP12-1
LOC100361664	KRTAP12-2
LOC100361664	KRTAP12-3
LOC100361664	KRTAP12-4
LOC100361664	KRTAP4-5
LOC100361693	NA
LOC100361702	KRTAP10-6
LOC100361702	KRTAP10-9
LOC100361702	KRTAP12-1
LOC100361702	KRTAP12-2
LOC100361702	KRTAP12-3
LOC100361702	KRTAP12-4
LOC100361702	KRTAP4-5
LOC100361706	IGLC7
LOC100361739	KRTAP10-6
LOC100361739	KRTAP10-9
LOC100361739	KRTAP12-1
LOC100361739	KRTAP12-2
LOC100361739	KRTAP12-3
LOC100361739	KRTAP12-4
LOC100361739	KRTAP4-5
LOC100361756	NA
LOC100361793	KRTAP10-6
LOC100361793	KRTAP10-9
LOC100361793	KRTAP12-1
LOC100361793	KRTAP12-2
LOC100361793	KRTAP12-3
LOC100361793	KRTAP12-4
LOC100361793	KRTAP4-5
LOC100361814	NA
LOC100361828	PATE2
LOC100361850	NA
LOC100361854	RPS26
LOC100361866	RNASE2
LOC100361866	RNASE3
LOC100361898	CHCHD4
LOC100361907	CFHR1
LOC100361907	CFHR2
LOC100361913	AC011479.1
LOC100361913	C19orf33
LOC100361920	DYNLL1
LOC100361944	MICOS10
LOC100361968	NA
LOC100361969	KRTAP4-8
LOC100362023	CDC42SE2
LOC100362027	RPL30
LOC100362031	KRTAP4-9
LOC100362040	NA
LOC100362054	ZSCAN4
LOC100362067	NA
LOC100362078	PATE2
LOC100362109	C22orf46
LOC100362110	NA
LOC100362122	NA
LOC100362149	RPS20
LOC100362172	UQCRH
LOC100362173	CLDN34
LOC100362176	C3orf80
LOC100362197	NA
LOC100362216	C2orf72
LOC100362219	NA
LOC100362315	RHNO1
LOC100362319	NA
LOC100362333	POLE3
Loc100362339	RPS19
LOC100362342	C10orf143
LOC100362350	HSD17B6
LOC100362350	RDH16
LOC100362409	NA
LOC100362432	TIMM23
LOC100362601	NA
LOC100362684	RPS20
LOC100362690	NA
LOC100362724	NA
LOC100362783	C7orf61
LOC100362810	NA
LOC100362814	KIAA1549L
LOC100362820	NA
LOC100362830	RPS7
LOC100362856	NA
LOC100362881	NA
LOC100362926	NA
LOC100362949	NA
LOC100362965	AC124312.1
LOC100362965	SNURF
LOC100362967	NA
LOC100362978	CSTA
LOC100362980	SREK1IP1
LOC100362981	NA
LOC100362987	RPS27
LOC100362987	RPS27L
LOC100362996	NA
LOC100363016	MBD3L2
LOC100363016	MBD3L2B
LOC100363016	MBD3L3
LOC100363016	MBD3L4
LOC100363016	MBD3L5
LOC100363043	NA
LOC100363064	CD209
LOC100363064	CLEC4M
LOC100363110	NA
LOC100363112	NA
LOC100363116	C15orf40
LOC100363125	H2AL1RP
LOC100363129	NA
LOC100363136	KRTAP13-1
LOC100363136	KRTAP13-2
LOC100363136	KRTAP13-3
LOC100363136	KRTAP15-1
LOC100363141	DYNLL1
LOC100363171	NA
LOC100363193	NA
LOC100363199	NA
LOC100363225	NA
LOC100363228	C1orf162
LOC100363236	KRTAP13-2
LOC100363268	NDUFS5
LOC100363287	KRTAP13-1
LOC100363287	KRTAP13-2
LOC100363287	KRTAP13-3
